token,lemma,pronoun_type
Noidsamu,toosama,"('dem',)"
Noil,too,"('dem',)"
Noile,too,"('dem',)"
Noilt,too,"('dem',)"
Nois,too,"('dem',)"
Noisse,too,"('dem',)"
Noist,too,"('dem',)"
Nokia-taolist,Nokia-taoline,"('dem',)"
Nokia-taolistele,Nokia-taoline,"('dem',)"
Nonde,too,"('dem',)"
Nondega,too,"('dem',)"
Nondel,too,"('dem',)"
Nondele,too,"('dem',)"
Nondelesamadele,toosama,"('dem',)"
Nondes,too,"('dem',)"
Nondesamade,toosama,"('dem',)"
Nondesse,too,"('dem',)"
Nondest,too,"('dem',)"
Nonii-mul,Nonii-mina,"('pers ps1',)"
Nood,too,"('dem',)"
Noodki,too,"('dem',)"
Noodsamad,toosama,"('dem',)"
Noole-taolisest,noole-taoline,"('dem',)"
Noole-taoliste,noole-taoline,"('dem',)"
Nooru-ses,Nooru-see,"('dem',)"
Nooruki-iga,nooruki-iga,"('det',)"
Nooruse-taoline,nooruse-taoline,"('dem',)"
Nordea-taolist,nordea-taoline,"('dem',)"
Norra-taolised,Norra-taoline,"('dem',)"
Norra-taoliseks,Norra-taoline,"('dem',)"
Nuti-taolisi,nuti-taoline,"('dem',)"
Nykäse-taoline,Nykäse-taoline,"('dem',)"
NÕ-ME,NÕ-mina,"('pers ps1',)"
Näili-selt,Näili-see,"('dem',)"
Näki-neid,näki-see,"('dem',)"
Näki-neid,näki-tema,"('pers ps3',)"
Nõm-me,Nõm-mina,"('pers ps1',)"
Nõmme-taolise,Nõmme-taoline,"('dem',)"
Nõmme-taoliseks,Nõmme-taoline,"('dem',)"
Nõmmiku-taolist,nõmmiku-taoline,"('dem',)"
Nürnbergi-taoline,Nürnbergi-taoline,"('dem',)"
Nüüd-seks,nüüd-see,"('dem',)"
O-le-me,O-le-mina,"('pers ps1',)"
OFF97SR2-te,OFF97SR2-sina,"('pers ps2',)"
OMA,oma,"('pos', 'det', 'refl')"
OMAD,oma,"('pos', 'det', 'refl')"
OMADE,oma,"('pos', 'det', 'refl')"
OMAENDA,omaenese,"('pos', 'refl')"
OMAENESE,omaenese,"('pos', 'refl')"
OMAGA,oma,"('pos', 'det', 'refl')"
OMAKS,oma,"('pos', 'det', 'refl')"
OMAL,oma,"('pos', 'det', 'refl')"
OMALE,oma,"('pos', 'det', 'refl')"
OMAS,oma,"('pos', 'det', 'refl')"
OMASID,oma,"('pos', 'det', 'refl')"
OMAST,oma,"('pos', 'det', 'refl')"
OMATAOLINE,omataoline,"('dem',)"
OMI,oma,"('pos', 'det', 'refl')"
OMa,oma,"('pos', 'det', 'refl')"
OMal,oma,"('pos', 'det', 'refl')"
OPL3-SA,OPL3-sina,"('pers ps2',)"
Odavis-kes,Odavis-kes,"('inter rel',)"
Odavlennufir-ma,Odavlennufir-mina,"('pers ps1',)"
Oka-sest,Oka-see,"('dem',)"
Okasroosikese-taolises,okasroosikese-taoline,"('inter rel',)"
Ole-me,ole-mina,"('pers ps1',)"
Oleski-taolised,Oleski-taoline,"('dem',)"
Oleski-taolisele,Oleski-taoline,"('dem',)"
Oleski-taolisi,Oleski-taoline,"('dem',)"
Oleski-taolistele,Oleski-taoline,"('dem',)"
Oleski-taolistelt,Oleski-taoline,"('dem',)"
OlguSeeHoiatusKõigile,OlguSeeHoiatuskõik,"('det',)"
Olli-taolisel,Olli-taoline,"('dem',)"
Olli-taolistele,Olli-taoline,"('dem',)"
Olok-sel,Olok-see,"('dem',)"
Olssoni-taolised,Olssoni-taoline,"('dem',)"
Oma,oma,"('pos', 'det', 'refl')"
Oma-,oma,"('pos', 'det', 'refl')"
Omad,oma,"('pos', 'det', 'refl')"
Omade,oma,"('pos', 'det', 'refl')"
Omadega,oma,"('pos', 'det', 'refl')"
Omadel,oma,"('pos', 'det', 'refl')"
Omadele,oma,"('pos', 'det', 'refl')"
Omadelegi,oma,"('pos', 'det', 'refl')"
Omadelt,oma,"('pos', 'det', 'refl')"
Omades,oma,"('pos', 'det', 'refl')"
Omadest,oma,"('pos', 'det', 'refl')"
Omadki,oma,"('pos', 'det', 'refl')"
Omaenda,omaenese,"('pos', 'refl')"
Omaenese,omaenese,"('pos', 'refl')"
Omaenesegi,omaenese,"('pos', 'refl')"
Omaga,oma,"('pos', 'det', 'refl')"
Omagi,oma,"('pos', 'det', 'refl')"
Omaks,oma,"('pos', 'det', 'refl')"
Omal,oma,"('pos', 'det', 'refl')"
Omale,oma,"('pos', 'det', 'refl')"
Omalegi,oma,"('pos', 'det', 'refl')"
Omalgi,oma,"('pos', 'det', 'refl')"
Omalt,oma,"('pos', 'det', 'refl')"
Omana,oma,"('pos', 'det', 'refl')"
Omani,oma,"('pos', 'det', 'refl')"
Omas,oma,"('pos', 'det', 'refl')"
Omasid,oma,"('pos', 'det', 'refl')"
Omaski,oma,"('pos', 'det', 'refl')"
Omasse,oma,"('pos', 'det', 'refl')"
Omast,oma,"('pos', 'det', 'refl')"
Omastki,oma,"('pos', 'det', 'refl')"
Omasugune,omasugune,"('dem',)"
Omasuguse,omasugune,"('dem',)"
Omasugused,omasugune,"('dem',)"
Omasuguseid,omasugune,"('dem',)"
Omasuguste,omasugune,"('dem',)"
Omasugustega,omasugune,"('dem',)"
Omasugustele,omasugune,"('dem',)"
Omataolisi,omataoline,"('dem',)"
Omataoliste,omataoline,"('dem',)"
Omataolistele,omataoline,"('dem',)"
Omi,oma,"('pos', 'det', 'refl')"
Omil,oma,"('pos', 'det', 'refl')"
Omis,oma,"('pos', 'det', 'refl')"
Oota-me,oota-mina,"('pers ps1',)"
Oper-mõlemad,Oper-mõlema,"('det',)"
Operi-omast,Operi-oma,"('pos', 'det', 'refl')"
Orgmet-sa,Orgmet-sina,"('pers ps2',)"
Oru-taoliste,oru-taoline,"('dem',)"
Osa-li-selt,Osa-li-see,"('dem',)"
Osa-ma,osa-mina,"('pers ps1',)"
OslashToo,Oslashtoo,"('dem',)"
Osmanagici-taoliste,Osmanagici-taoline,"('dem',)"
Ot-sus,Ot-sina,"('pers ps2',)"
Otepää-taolisel,Otepää-taoline,"('dem',)"
Otteri-taoliste,Otteri-taoline,"('dem',)"
OÜ-te,OÜ-sina,"('pers ps2',)"
P.S-need,P.S-see,"('dem',)"
P.S.End,P.S.ise,"('pos', 'det', 'refl')"
P.S.Ma,P.S.mina,"('pers ps1',)"
P.S.Minu,P.S.mina,"('pers ps1',)"
P.S.See,P.S.see,"('dem',)"
P72-te,P72-sina,"('pers ps2',)"
PALJU,palju,"('indef',)"
PALJU-PALJU,palju-palju,"('indef',)"
PALJUD,palju,"('indef',)"
PALJUDE,palju,"('indef',)"
PALJUDEL,palju,"('indef',)"
PALJUDELE,palju,"('indef',)"
PALJUDES,palju,"('indef',)"
PALJUDEST,palju,"('indef',)"
PALJUSID,palju,"('indef',)"
PALJUSKI,palju,"('indef',)"
PALJUST,palju,"('indef',)"
PALJUT,palju,"('indef',)"
PAlju,palju,"('indef',)"
PDF995-te,PDF995-sina,"('pers ps2',)"
PII-te,PII-sina,"('pers ps2',)"
PIN2-te,PIN2-sina,"('pers ps2',)"
PIO-sus,PIO-sina,"('pers ps2',)"
PS-mis,PS-mis,"('inter rel',)"
PS.ma,PS.mina,"('pers ps1',)"
PS.meie,PS.mina,"('pers ps1',)"
PS.selle,PS.see,"('dem',)"
PS.sinu,PS.sina,"('pers ps2',)"
PS2-te,PS2-sina,"('pers ps2',)"
PS6-te,PS6-sina,"('pers ps2',)"
PaTal,Patema,"('pers ps3',)"
Pai-sust,pai-sina,"('pers ps2',)"
Pala-taoline,Pala-taoline,"('dem',)"
Paldiski-taolises,Paldiski-taoline,"('dem',)"
Paljas-ma,paljas-mina,"('pers ps1',)"
Palju,palju,"('indef',)"
Palju-,palju,"('indef',)"
Palju-palju,palju-palju,"('indef',)"
Palju-palju-palju,palju-palju-palju,"('indef',)"
Paljud,palju,"('indef',)"
Paljud-,palju,"('indef',)"
Paljude,palju,"('indef',)"
Paljudega,palju,"('indef',)"
Paljudegi,palju,"('indef',)"
Paljudeks,palju,"('indef',)"
Paljudel,palju,"('indef',)"
Paljudele,palju,"('indef',)"
Paljudelt,palju,"('indef',)"
Paljudeni,palju,"('indef',)"
Paljudes,palju,"('indef',)"
Paljudes-paljudes,paljudes-palju,"('indef',)"
Paljudesse,palju,"('indef',)"
Paljudest,palju,"('indef',)"
Paljudki,palju,"('indef',)"
Paljuga,palju,"('indef',)"
Paljugagi,palju,"('indef',)"
Paljugi,palju,"('indef',)"
Paljuke,paljuke,"('indef',)"
Paljukese,paljuke,"('indef',)"
Paljukest,paljuke,"('indef',)"
Paljuks,palju,"('indef',)"
Paljul,palju,"('indef',)"
Paljule,palju,"('indef',)"
Paljus,palju,"('indef',)"
Paljusid,palju,"('indef',)"
Paljusid-paljusid,paljusid-palju,"('indef',)"
Paljuski,palju,"('indef',)"
Paljust,palju,"('indef',)"
Paljustki,palju,"('indef',)"
Paljut,palju,"('indef',)"
Paljutki,palju,"('indef',)"
Paltsu-taoline,Paltsu-taoline,"('dem',)"
Paluhhini-taolist,Paluhhini-taoline,"('dem',)"
Palumäe-taolised,palumäe-taoline,"('dem',)"
Pareveki-taolised,Pareveki-taoline,"('dem',)"
Parmalati-taoline,parmalati-taoline,"('dem',)"
Pea-mi-selt,Pea-mi-see,"('dem',)"
Pea-mi-sest,Pea-mi-see,"('dem',)"
Peat-selt,Peat-see,"('dem',)"
Peeter-kellel,Peeter-kes,"('inter rel',)"
Peetsi-taolisi,Peetsi-taoline,"('dem',)"
Pekka-taolised,Pekka-taoline,"('dem',)"
Pensioni-iga,pensioni-iga,"('det',)"
Pere-taolised,pere-taoline,"('dem',)"
PersonaaltreeningEsimene,Personaaltreeningesimene,"('dem',)"
Perssoni-taolisi,Perssoni-taoline,"('dem',)"
Pese-ennast-sa,pese-ennast-sina,"('pers ps2',)"
Peterburgi-taolist,Peterburgi-taoline,"('dem',)"
Phaetoni-taolist,Phaetoni-taoline,"('dem',)"
Phare-taolised,Phare-taoline,"('dem',)"
Philipsi-taolised,Philipsi-taoline,"('dem',)"
Pi-kaa-ja-li-se-ma,Pi-kaa-ja-li-se-mina,"('pers ps1',)"
Pihli-taoline,Pihli-taoline,"('dem',)"
Pii-ma,pii-mina,"('pers ps1',)"
Pinnoneni-taolised,Pinnoneni-taoline,"('dem',)"
Pirita-taoline,Pirita-taoline,"('dem',)"
Playtechi-taolised,Playtechi-taoline,"('dem',)"
Pluto-taoline,Pluto-taoline,"('dem',)"
PoTal,Potema,"('pers ps3',)"
Poe-oma,poe-oma,"('pos', 'det', 'refl')"
Pontšiku-taolises,pontšiku-taoline,"('dem',)"
Poola-Sak-sa,Poola-Sak-sina,"('pers ps2',)"
Poolkait-ses,Poolkait-see,"('dem',)"
Poomi-taolist,poomi-taoline,"('dem',)"
Porsche-taolisel,Porsche-taoline,"('dem',)"
Postimehe-taolise,postimehe-taoline,"('dem',)"
Prae-gu-seks,Prae-gu-see,"('dem',)"
Praegu-sel,praegu-see,"('dem',)"
Praegu-sest,praegu-see,"('dem',)"
Prob-lee-me,Prob-lee-mina,"('pers ps1',)"
Prog-ram-mis,Prog-ram-mis,"('inter rel',)"
Pruuli-taolistele,pruuli-taoline,"('dem',)"
Puhja-taoliste,Puhja-taoline,"('dem',)"
Puiatu-taolistes,Puiatu-taoline,"('dem',)"
Pullapää-taolised,Pullapää-taoline,"('dem',)"
Puna-must,puna-mina,"('pers ps1',)"
PunaMust,Punamina,"('pers ps1',)"
Punni-taolisi,punni-taoline,"('dem',)"
PÜ2-te,PÜ2-sina,"('pers ps2',)"
Päi-ke-sel,Päi-ke-see,"('dem',)"
Päikese-taolise,päikese-taoline,"('inter rel',)"
Päris-oma,päris-oma,"('pos', 'det', 'refl')"
Pärnu-taolised,Pärnu-taoline,"('dem',)"
Pärnu-taolises,Pärnu-taoline,"('dem',)"
Pärnu-taolist,Pärnu-taoline,"('dem',)"
Pärnu-taoliste,Pärnu-taoline,"('dem',)"
Pää-sust,Pää-sina,"('pers ps2',)"
Pääsküla-taolise,pääsküla-taoline,"('dem',)"
Põhili-selt,Põhili-see,"('dem',)"
Põhja-Korea-taoline,põhja-Korea-taoline,"('dem',)"
Põhju-seks,põhju-see,"('dem',)"
Põld-ma,põld-mina,"('pers ps1',)"
Püssi-taolise,Püssi-taoline,"('dem',)"
Püüa-me,püüa-mina,"('pers ps1',)"
Qatari-taolisel,Qatari-taoline,"('dem',)"
R.G.ta,R.G.tema,"('pers ps3',)"
R.S.iga,R.S.iga,"('det',)"
R2-te,R2-sina,"('pers ps2',)"
RC1-te,RC1-sina,"('pers ps2',)"
REV-2-te,REV-2-sina,"('pers ps2',)"
Radissoni-taolist,Radissoni-taoline,"('dem',)"
Rahnu-taolise,rahnu-taoline,"('dem',)"
Raimundi-taolisi,Raimundi-taoline,"('dem',)"
Rambleri-taolised,Rambleri-taoline,"('dem',)"
Rannamõi-sa,Rannamõi-sina,"('pers ps2',)"
Ranso-me,Ranso-mina,"('pers ps1',)"
Rape.me,Rape.mina,"('pers ps1',)"
Rapla-taolist,Rapla-taoline,"('dem',)"
Ras-mus,Ras-mina,"('pers ps1',)"
Raudami-taoline,Raudami-taoline,"('dem',)"
Rauli-taolist,Rauli-taoline,"('dem',)"
Reali-taoline,Reali-taoline,"('dem',)"
Rebraca-taolised,Rebraca-taoline,"('dem',)"
Recoili-taolist,Recoili-taoline,"('dem',)"
Redi-taolise,Redi-taoline,"('dem',)"
Rehemaa-taoline,rehemaa-taoline,"('dem',)"
Reiljani-taoline,Reiljani-taoline,"('dem',)"
Reimi-taolise,Reimi-taoline,"('dem',)"
Rem-su,Rem-sina,"('pers ps2',)"
Remsu-taolise,Remsu-taoline,"('dem',)"
Remsu-taolisi,Remsu-taoline,"('dem',)"
Ribbentropi-taolistel,Ribbentropi-taoline,"('dem',)"
Richmondi-taolist,Richmondi-taoline,"('dem',)"
Riia-taoliste,Riia-taoline,"('dem',)"
RistiisaMinu,Ristiisamina,"('pers ps1',)"
Ristikivi-taolisi,ristikivi-taoline,"('dem',)"
Ro-he-li-sest,Ro-he-li-see,"('dem',)"
Roberti-taolised,Roberti-taoline,"('dem',)"
Rogozini-taolised,Rogozini-taoline,"('dem',)"
Romani-taolised,Romani-taoline,"('dem',)"
Roosa-must,roosa-mina,"('pers ps1',)"
Rootsi-taolise,Rootsi-taoline,"('dem',)"
Rossia.su,Rossia.sina,"('pers ps2',)"
Ru-ma-lu-sest,Ru-ma-lu-see,"('dem',)"
Rubeli-taoline,Rubeli-taoline,"('dem',)"
Ruhnu-taolisel,Ruhnu-taoline,"('dem',)"
Russelli-taolise,Russelli-taoline,"('dem',)"
Ruthi-taolised,Ruthi-taoline,"('dem',)"
Ruthi-taolisega,Ruthi-taoline,"('dem',)"
Ruthi-taolisele,Ruthi-taoline,"('dem',)"
Rwanda-taoliste,Rwanda-taoline,"('dem',)"
Ryanairi-taolise,Ryanairi-taoline,"('dem',)"
Rää-gi-me,Rää-gi-mina,"('pers ps1',)"
Räägi-me,räägi-mina,"('pers ps1',)"
Rääkisi-me,Rääkisi-mina,"('pers ps1',)"
Rõõ-mus,Rõõ-mina,"('pers ps1',)"
Rühle-taolised,Rühle-taoline,"('dem',)"
S-90-te,S-90-sina,"('pers ps2',)"
S-s-see,S-s-see,"('dem',)"
S-sa,S-sina,"('pers ps2',)"
S-see,S-see,"('dem',)"
S-selline,S-selline,"('dem',)"
S2-te,S2-sina,"('pers ps2',)"
S55-te,S55-sina,"('pers ps2',)"
S6-te,S6-sina,"('pers ps2',)"
SA,sina,"('pers ps2',)"
SAMA,sama,"('dem',)"
SAMAD,sama,"('dem',)"
SAMADE,sama,"('dem',)"
SAMAKS,sama,"('dem',)"
SAMAL,sama,"('dem',)"
SAMALE,sama,"('dem',)"
SAMALT,sama,"('dem',)"
SAMAS,sama,"('dem',)"
SAMAST,sama,"('dem',)"
SAMASUGUNE,samasugune,"('dem',)"
SAMASUGUSED,samasugune,"('dem',)"
SAMASUGUST,samasugune,"('dem',)"
SASi-taoliste,sasi-taoline,"('dem',)"
SEDA,see,"('dem',)"
SEE,see,"('dem',)"
SEEGI,see,"('dem',)"
SEESAMA,seesama,"('dem',)"
SEESUGUSED,seesugune,"('dem',)"
SEKS,see,"('dem',)"
SEL,see,"('dem',)"
SELLE,see,"('dem',)"
SELLEGA,see,"('dem',)"
SELLEKS,see,"('dem',)"
SELLEL,see,"('dem',)"
SELLELE,see,"('dem',)"
SELLELT,see,"('dem',)"
SELLENI,see,"('dem',)"
SELLES,see,"('dem',)"
SELLESSE,see,"('dem',)"
SELLEST,see,"('dem',)"
SELLINE,selline,"('dem',)"
SELLISE,selline,"('dem',)"
SELLISED,selline,"('dem',)"
SELLISEID,selline,"('dem',)"
SELLISEKS,selline,"('dem',)"
SELLISEL,selline,"('dem',)"
SELLISELT,selline,"('dem',)"
SELLISENA,selline,"('dem',)"
SELLISES,selline,"('dem',)"
SELLISESSE,selline,"('dem',)"
SELLISEST,selline,"('dem',)"
SELLIST,selline,"('dem',)"
SELLISTE,selline,"('dem',)"
SELLISTES,selline,"('dem',)"
SELT,see,"('dem',)"
SES,see,"('dem',)"
SEST,see,"('dem',)"
SETU,setu,"('indef',)"
SEda,see,"('dem',)"
SEe,see,"('dem',)"
SElle,see,"('dem',)"
SEllest,see,"('dem',)"
SEllisel,selline,"('dem',)"
SEllist,selline,"('dem',)"
SIHUKE,sihuke,"('dem',)"
SINA,sina,"('pers ps2',)"
SINA-,sina,"('pers ps2',)"
SINAGI,sina,"('pers ps2',)"
SIND,sina,"('pers ps2',)"
SINU,sina,"('pers ps2',)"
SINUGA,sina,"('pers ps2',)"
SINUL,sina,"('pers ps2',)"
SINULE,sina,"('pers ps2',)"
SINULT,sina,"('pers ps2',)"
SINUS,sina,"('pers ps2',)"
SINUSSE,sina,"('pers ps2',)"
SINUST,sina,"('pers ps2',)"
SINUSTKI,sina,"('pers ps2',)"
SINUSUGUNE,sinusugune,"('dem',)"
SINUSUGUSTE,sinusugune,"('dem',)"
SInu,sina,"('pers ps2',)"
SInust,sina,"('pers ps2',)"
SOF2-te,SOF2-sina,"('pers ps2',)"
SOGi-taoline,SOGi-taoline,"('dem',)"
SP-2-te,SP-2-sina,"('pers ps2',)"
SP2-te,SP2-sina,"('pers ps2',)"
SSE2-te,SSE2-sina,"('pers ps2',)"
ST.ta,ST.tema,"('pers ps3',)"
SU,sina,"('pers ps2',)"
SU-,sina,"('pers ps2',)"
SUL,sina,"('pers ps2',)"
SULGI,sina,"('pers ps2',)"
SULLE,sina,"('pers ps2',)"
SULLEGI,sina,"('pers ps2',)"
SUS,sina,"('pers ps2',)"
SUSSE,sina,"('pers ps2',)"
SUST,sina,"('pers ps2',)"
SUlle,sina,"('pers ps2',)"
SYNK-see,SYNK-see,"('dem',)"
Sa,sina,"('pers ps2',)"
Sa-,sina,"('pers ps2',)"
Sa-ma,sa-mina,"('pers ps1',)"
Safeway-selline,Safeway-selline,"('dem',)"
Sagi,sina,"('pers ps2',)"
Sahhalini-taolistesse,Sahhalini-taoline,"('dem',)"
Sak-sa,Sak-sina,"('pers ps2',)"
Sakkara-taolise,sakkara-taoline,"('dem',)"
Saksamaa-taoline,Saksamaa-taoline,"('dem',)"
Saksamaa-taolist,Saksamaa-taoline,"('dem',)"
Salaa-mis,Salaa-mis,"('inter rel',)"
Salme-taolisse,Salme-taoline,"('dem',)"
Salome-taolise,Salome-taoline,"('dem',)"
Salströ-milt,Salströ-mis,"('inter rel',)"
Sama,sama,"('dem',)"
Sama-,sama,"('dem',)"
Samad,sama,"('dem',)"
Samade,sama,"('dem',)"
Samadega,sama,"('dem',)"
Samadel,sama,"('dem',)"
Samadele,sama,"('dem',)"
Samadelt,sama,"('dem',)"
Samades,sama,"('dem',)"
Samadesse,sama,"('dem',)"
Samadest,sama,"('dem',)"
Samaga,sama,"('dem',)"
Samaks,sama,"('dem',)"
Samal,sama,"('dem',)"
Samale,sama,"('dem',)"
Samalt,sama,"('dem',)"
Samana,sama,"('dem',)"
Samani,sama,"('dem',)"
Samas,sama,"('dem',)"
Samas-,sama,"('dem',)"
Samasid,sama,"('dem',)"
Samasse,sama,"('dem',)"
Samast,sama,"('dem',)"
Samasugune,samasugune,"('dem',)"
Samasuguse,samasugune,"('dem',)"
Samasugused,samasugune,"('dem',)"
Samasugusega,samasugune,"('dem',)"
Samasuguseid,samasugune,"('dem',)"
Samasuguseks,samasugune,"('dem',)"
Samasugusel,samasugune,"('dem',)"
Samasugusele,samasugune,"('dem',)"
Samasuguselt,samasugune,"('dem',)"
Samasugusena,samasugune,"('dem',)"
Samasuguses,samasugune,"('dem',)"
Samasugusesse,samasugune,"('dem',)"
Samasugusest,samasugune,"('dem',)"
Samasugust,samasugune,"('dem',)"
Samasuguste,samasugune,"('dem',)"
Samasugustega,samasugune,"('dem',)"
Samasugustel,samasugune,"('dem',)"
Samasugustele,samasugune,"('dem',)"
Samasugustelt,samasugune,"('dem',)"
Samasugustes,samasugune,"('dem',)"
Samasugustesse,samasugune,"('dem',)"
Samasugustest,samasugune,"('dem',)"
Samata,sama,"('dem',)"
Samataolisi,samataoline,"('dem',)"
Samu,sama,"('dem',)"
Samune,samune,"('dem',)"
Samunegi,samune,"('dem',)"
Samuse,samune,"('dem',)"
Samuses,samune,"('dem',)"
Sar-na-selt,Sar-na-see,"('dem',)"
Schindleri-taolise,Schindleri-taoline,"('dem',)"
Schüs-sel,Schüs-see,"('dem',)"
SeE,see,"('dem',)"
SeLLiSeId,selline,"('dem',)"
Seda,see,"('dem',)"
Seda-,see,"('dem',)"
Sedagi,see,"('dem',)"
Sedasama,seesama,"('dem',)"
Sedasamust,seesamune,"('dem',)"
Sedasinast,seesinane,"('dem',)"
See,see,"('dem',)"
See-,see,"('dem',)"
See-selleks,see-see,"('dem',)"
Seee,see,"('dem',)"
Seegi,see,"('dem',)"
Seesama,seesama,"('dem',)"
Seesamagi,seesama,"('dem',)"
Seesamane,seesamane,"('dem',)"
Seesamune,seesamune,"('dem',)"
Seesamunegi,seesamune,"('dem',)"
Seesinane,seesinane,"('dem',)"
Seesugune,seesugune,"('dem',)"
Seesuguse,seesugune,"('dem',)"
Seesugused,seesugune,"('dem',)"
Seesugusega,seesugune,"('dem',)"
Seesuguseid,seesugune,"('dem',)"
Seesuguseiks,seesugune,"('dem',)"
Seesuguseks,seesugune,"('dem',)"
Seesugusel,seesugune,"('dem',)"
Seesugusele,seesugune,"('dem',)"
Seesugusena,seesugune,"('dem',)"
Seesuguses,seesugune,"('dem',)"
Seesugusesse,seesugune,"('dem',)"
Seesugusest,seesugune,"('dem',)"
Seesugust,seesugune,"('dem',)"
Seesuguste,seesugune,"('dem',)"
Seesugusteks,seesugune,"('dem',)"
Seesugustel,seesugune,"('dem',)"
Seesugustes,seesugune,"('dem',)"
Seesugustest,seesugune,"('dem',)"
Sei-sul,Sei-sina,"('pers ps2',)"
Seitse-kaheksa-üheksa-küm-me,Seitse-kaheksa-üheksa-küm-mina,"('pers ps1',)"
Seks,see,"('dem',)"
Sekski,see,"('dem',)"
Seksuaalpervers-sus,Seksuaalpervers-sina,"('pers ps2',)"
Sel,see,"('dem',)"
Sel-,see,"('dem',)"
Sel-li-ses,Sel-li-see,"('dem',)"
SelLiNE,selline,"('dem',)"
Selgi,see,"('dem',)"
Seli-taoliste,Seli-taoline,"('dem',)"
Selle,see,"('dem',)"
Selle-ja-selle,selle-ja-see,"('dem',)"
Sellega,see,"('dem',)"
Sellegagi,see,"('dem',)"
Sellegi,see,"('dem',)"
Selleks,see,"('dem',)"
Sellekski,see,"('dem',)"
Sellekssamaks,seesama,"('dem',)"
Sellel,see,"('dem',)"
Sellele,see,"('dem',)"
Sellelegi,see,"('dem',)"
Sellelesamale,seesama,"('dem',)"
Sellelgi,see,"('dem',)"
Sellelsamal,seesama,"('dem',)"
Sellelt,see,"('dem',)"
Selleltki,see,"('dem',)"
Selleltsamalt,seesama,"('dem',)"
Sellena,see,"('dem',)"
Selleni,see,"('dem',)"
Sellenigi,see,"('dem',)"
Selles,see,"('dem',)"
Sellesama,seesama,"('dem',)"
Sellesamaga,seesama,"('dem',)"
Sellesamana,seesama,"('dem',)"
Sellesamase,seesamane,"('dem',)"
Sellesamuse,seesamune,"('dem',)"
Sellesamusegi,seesamune,"('dem',)"
Sellesinase,seesinane,"('dem',)"
Selleski,see,"('dem',)"
Sellessamas,seesama,"('dem',)"
Sellesse,see,"('dem',)"
Sellessegi,see,"('dem',)"
Sellessesamasse,seesama,"('dem',)"
Sellest,see,"('dem',)"
Sellestki,see,"('dem',)"
Sellestsamast,seesama,"('dem',)"
Sellestsamusest,seesamune,"('dem',)"
Selleta,see,"('dem',)"
Selletagi,see,"('dem',)"
Selletaoline,selletaoline,"('dem',)"
Selletaolise,selletaoline,"('dem',)"
Selletaolised,selletaoline,"('dem',)"
Selletaoliseid,selletaoline,"('dem',)"
Selletaolisel,selletaoline,"('dem',)"
Selletaolisi,selletaoline,"('dem',)"
Selletaolist,selletaoline,"('dem',)"
Selletaoliste,selletaoline,"('dem',)"
Selletaolistel,selletaoline,"('dem',)"
Selletaolistest,selletaoline,"('dem',)"
Selline,selline,"('dem',)"
Sellinegi,selline,"('dem',)"
Sellise,selline,"('dem',)"
Sellised,selline,"('dem',)"
Sellisedki,selline,"('dem',)"
Sellisega,selline,"('dem',)"
Sellisegi,selline,"('dem',)"
Selliseid,selline,"('dem',)"
Selliseidki,selline,"('dem',)"
Selliseks,selline,"('dem',)"
Sellisekski,selline,"('dem',)"
Sellisel,selline,"('dem',)"
Sellisele,selline,"('dem',)"
Selliselgi,selline,"('dem',)"
Selliselt,selline,"('dem',)"
Sellisena,selline,"('dem',)"
Sellises,selline,"('dem',)"
Sellisesse,selline,"('dem',)"
Sellisest,selline,"('dem',)"
Sellist,selline,"('dem',)"
Selliste,selline,"('dem',)"
Sellistega,selline,"('dem',)"
Sellisteks,selline,"('dem',)"
Sellistel,selline,"('dem',)"
Sellistele,selline,"('dem',)"
Sellistelt,selline,"('dem',)"
Sellistena,selline,"('dem',)"
Sellistes,selline,"('dem',)"
Sellistesse,selline,"('dem',)"
Sellistest,selline,"('dem',)"
Sellistki,selline,"('dem',)"
Sellle,see,"('dem',)"
Selllise,selline,"('dem',)"
Selllised,selline,"('dem',)"
Sellliseid,selline,"('dem',)"
Selllist,selline,"('dem',)"
Selsamal,seesama,"('dem',)"
Selsamalgi,seesama,"('dem',)"
Selsinasel,seesinane,"('dem',)"
Selsinatsel,seesinane,"('dem',)"
Selt,see,"('dem',)"
Senta-taolisi,Senta-taoline,"('dem',)"
Seo-ses,seo-see,"('dem',)"
Seppo-taoliste,Seppo-taoline,"('dem',)"
Ses,see,"('dem',)"
Sessamas,seesama,"('dem',)"
Sesse,see,"('dem',)"
Sessesamusesse,seesamune,"('dem',)"
Sessesinasesse,seesinane,"('dem',)"
Sessinases,seesinane,"('dem',)"
Sessinatses,seesinane,"('dem',)"
Sest,see,"('dem',)"
Sestki,see,"('dem',)"
Sestsamast,seesama,"('dem',)"
Sestsamusest,seesamune,"('dem',)"
Setu,setu,"('indef',)"
Setu-,setu,"('indef',)"
Setut,setu,"('indef',)"
Sha-mil,Sha-mis,"('inter rel',)"
Shreki-taoliste,Shreki-taoline,"('dem',)"
Shveitsi-taoliste,Shveitsi-taoline,"('dem',)"
Si-su-li-selt,Si-su-li-see,"('dem',)"
Sihuke,sihuke,"('dem',)"
Sihukene,sihukene,
Sihukese,sihuke,"('dem',)"
Sihukese,sihukene,
Sihukesed,sihuke,"('dem',)"
Sihukesed,sihukene,
Sihukesega,sihuke,"('dem',)"
Sihukesega,sihukene,
Sihukeseks,sihuke,"('dem',)"
